model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6967,2017,10000,1,21954,0,150,53.3,1.0
7585,2017,14790,0,23365,1,145,58.9,1.5
7073,2018,11590,1,8158,0,145,65.7,1.0
7073,2018,12000,0,8970,0,145,54.3,1.0
7079,2016,9290,1,27583,1,20,70.6,2.0
7585,2017,13500,1,26712,1,145,64.2,1.5
7585,2016,10390,1,29325,1,125,60.1,2.0
7073,2018,11500,1,16988,0,145,56.5,1.0
7585,2018,20000,1,4987,1,145,54.3,2.0
7079,2017,14500,1,40000,0,200,41.5,2.0
7079,2018,13000,0,4952,0,145,51.4,1.0
7073,2019,14500,0,15325,0,145,54.3,1.0
7073,2017,9000,1,18598,0,0,65.7,1.0
6967,2017,10500,1,17176,0,145,53.3,1.0
7073,2018,17500,1,12854,0,150,40.3,1.5
7073,2018,12800,1,4023,0,150,65.7,1.0
7073,2018,11150,1,6916,0,150,58.9,1.0
7073,2018,9900,1,30552,0,150,65.7,1.0
7073,2019,19750,0,2670,0,145,48.7,1.0
6967,2019,16950,1,1805,0,145,51.4,1.0
7079,2016,14650,1,22822,1,20,67.3,2.0
7585,2017,18450,1,5413,0,145,45.6,1.5
7073,2019,13650,1,15983,0,145,58.9,1.0
7585,2019,20000,1,2000,1,150,47.9,2.0
7585,2018,20000,1,4992,1,145,54.3,2.0
7079,2017,10500,1,16200,0,150,60.1,1.0
7073,2018,11290,0,24365,0,145,54.3,1.0
7073,2018,9690,1,25700,0,145,58.9,1.0
7079,2019,18000,1,4000,0,145,58.9,1.0
7073,2019,14500,1,10000,0,145,58.9,1.0
7073,2019,22000,1,8030,0,150,40.4,1.5
7585,2019,18500,1,2000,1,150,38.2,2.0
7079,2018,17500,1,26965,0,150,41.5,2.0
7073,2014,8500,1,24987,0,0,65.7,1.0
7073,2019,13000,1,14000,0,145,58.9,1.0
6967,2018,13290,1,15000,0,145,54.3,1.0
7073,2019,13290,1,7995,0,145,58.9,1.0
7073,2018,10000,1,10324,0,145,64.2,1.1
7079,2019,17500,1,2321,0,145,60.1,1.0
7073,2018,10500,1,30125,0,145,65.7,1.0
7073,2018,12500,1,15000,0,145,65.7,1.0
6967,2018,14290,1,10083,0,145,53.3,1.0
6967,2017,9390,1,40907,0,150,52.3,1.0
7079,2018,12690,0,15637,0,145,51.4,1.0
6967,2018,13290,1,13000,0,145,54.3,1.0
7585,2019,20690,2,10563,0,145,31.0,1.5
7073,2019,13290,1,7995,0,145,58.9,1.0
7073,2019,13000,1,14000,0,145,58.9,1.0
7079,2017,10690,1,27307,0,20,58.9,1.0
7585,2018,20000,1,4987,1,145,54.3,2.0
7073,2018,12000,0,8970,0,145,54.3,1.0
7073,2017,9000,1,31747,0,145,65.7,1.0
7073,2014,6495,1,61713,1,0,78.5,1.6
7073,2013,5250,1,62214,0,30,54.3,1.2
7079,2014,12850,1,36232,0,235,39.2,2.0
7073,2015,6695,1,38000,0,125,54.3,1.2
7079,2013,6995,2,53200,0,165,44.1,1.6
7585,2015,9500,1,43700,1,125,60.1,2.0
7079,2018,13500,1,17250,0,150,57.7,1.0
7073,2013,5995,1,47530,0,0,65.7,1.0
7585,2015,11495,2,40000,1,150,52.3,2.0
7073,2013,5500,1,79300,1,0,76.4,1.5
7585,2013,9995,1,70000,1,200,47.9,2.0
7073,2014,8250,1,9969,0,0,65.7,1.0
6967,2016,9295,1,28053,1,30,64.2,1.5
7079,2013,5889,1,42575,0,30,56.5,1.0
7073,2018,12500,1,900,0,150,58.9,1.0
7073,2015,8490,1,30000,0,20,62.8,1.0
7585,2019,19500,1,9136,1,145,38.2,2.0
7073,2017,9299,1,21713,0,0,65.7,1.0
7073,2018,9299,1,18630,0,150,64.2,1.1
7585,2014,11995,1,33590,1,160,47.9,2.0
7079,2013,6995,1,67178,0,30,56.5,1.0
7073,2017,7995,1,20829,0,150,54.3,1.2
7073,2015,7299,1,28000,0,0,65.7,1.0
7073,2018,12999,2,5813,0,145,54.3,1.0
7073,2018,11980,1,17898,0,150,62.8,1.0
7073,2017,7980,1,28569,0,125,54.3,1.3
7073,2018,9980,1,8770,0,150,64.2,1.1
7073,2017,8380,1,28298,0,0,65.7,1.0
7585,2016,13280,1,45298,1,145,54.3,2.0
7079,2017,11280,1,18138,0,150,60.1,1.0
6967,2019,15980,1,4500,0,150,51.4,1.0
7073,2018,15495,1,7511,0,145,58.9,1.0
7073,2013,5995,1,55350,0,0,65.7,1.0
7073,2015,7995,1,16563,0,0,65.7,1.0
7585,2016,14995,2,16442,0,235,38.2,1.5
7073,2016,7995,1,21091,0,0,65.7,1.0
7079,2017,9695,1,25105,0,20,61.4,1.0
7073,2017,8495,1,18454,0,150,65.7,1.0
7585,2019,21780,1,7317,1,145,37.7,2.0
7079,2019,15980,1,7500,0,145,60.1,1.0
7079,2019,16980,1,2705,1,145,61.4,1.5
7079,2015,6980,1,14939,0,145,47.9,1.6
7073,2015,7240,1,32137,1,0,88.3,1.5
7079,2019,16479,1,9,0,145,60.1,1.0
7073,2014,6500,1,45000,1,0,85.6,1.6
7073,2017,9995,1,15725,0,150,65.7,1.0
7073,2013,3995,1,103100,0,30,54.3,1.2
7073,2013,5995,0,72700,0,145,47.9,1.6
7073,2013,5500,1,70400,1,0,76.4,1.5
7079,2017,11500,2,36200,1,0,67.3,1.5
7079,2018,11995,1,15900,0,145,57.7,1.0
7073,2014,6500,1,45600,1,0,76.4,1.5
7073,2014,8795,1,41597,0,0,65.7,1.0
7073,2016,7250,1,28500,0,0,65.7,1.0
7073,2017,9995,1,34112,0,145,65.7,1.0
7073,2013,6995,1,21500,0,0,65.7,1.0
7073,2017,9995,2,51800,0,145,54.3,1.0
7073,2017,11000,1,24000,0,145,65.7,1.0
7073,2016,9500,1,30356,0,20,62.8,1.0
7073,2013,7000,1,59650,0,0,65.7,1.0
7079,2013,6500,1,46260,0,30,55.4,1.0
6967,2017,10000,1,14000,0,125,53.3,1.0
7079,2017,14000,2,5450,0,125,51.4,1.0
7079,2017,16995,1,23874,1,145,67.3,2.0
7079,2018,13795,1,10231,0,145,60.1,1.0
7585,2018,17750,1,16494,0,145,39.2,1.5
7073,2018,9788,1,15432,0,145,65.7,1.0
7079,2014,6900,1,55995,1,20,67.3,1.6
7585,2017,15493,2,9298,0,235,38.2,1.5
7079,2013,2995,1,130000,1,0,76.4,1.6
7585,2013,8395,1,74576,1,145,53.3,2.0
7073,2013,4995,1,51722,0,30,54.3,1.2
7073,2018,16450,2,5602,0,145,48.7,1.0
7073,2017,9980,1,17562,0,0,65.7,1.0
7079,2019,17980,1,14426,0,145,60.1,1.0
7079,2017,11980,1,30680,1,0,74.3,1.5
7079,2016,14980,1,30968,1,20,67.3,2.0
7073,2016,10195,1,15000,0,0,65.7,1.0
7585,2016,12500,1,30300,1,30,64.2,1.5
7073,2015,7750,1,20130,0,125,54.3,1.2
7073,2019,16980,1,2999,0,145,56.5,1.0
7079,2019,15980,1,13999,0,145,58.9,1.0
7079,2019,17980,1,5999,0,145,49.6,1.0
7585,2019,23980,1,7999,1,145,39.2,2.0
7079,2019,15480,1,15999,1,145,80.7,1.5
7073,2017,8980,1,28036,0,125,54.3,1.2
7073,2017,8980,1,27213,0,0,65.7,1.0
7073,2017,9980,1,12700,0,0,65.7,1.0
7079,2017,19980,1,10918,0,145,41.5,2.0
7073,2018,11980,1,18419,0,145,62.8,1.0
7079,2016,9980,1,32551,1,0,74.3,1.5
7079,2016,15945,1,13903,0,200,41.5,2.0
6967,2015,7980,1,54041,0,125,52.3,1.0
7585,2017,18980,2,15000,0,240,38.2,1.5
7079,2019,14980,1,16000,0,150,58.9,1.0
7585,2019,21980,1,12999,1,145,47.9,2.0
7079,2016,10480,1,29500,1,0,74.3,1.5
7079,2013,6480,1,55952,0,20,58.9,1.0
7073,2017,9980,1,5965,0,150,65.7,1.0
7079,2016,8999,2,38120,0,125,51.4,1.0
7585,2014,13000,2,35469,0,260,36.7,1.6
7073,2014,5999,1,59526,0,0,65.7,1.0
7585,2015,9999,1,52359,1,125,60.1,2.0
7073,2019,13000,1,15820,0,145,60.1,1.0
6967,2015,8499,1,29691,0,125,53.3,1.0
7073,2019,19500,1,5000,0,145,40.3,1.5
7073,2017,8600,1,33000,0,0,65.7,1.0
7079,2017,10000,1,30000,1,0,74.3,1.5
7073,2015,8900,1,31000,0,0,65.7,1.0
7073,2018,11900,1,8000,0,145,65.7,1.0
6967,2017,10200,1,15900,0,145,53.3,1.0
7079,2019,15900,1,13000,1,145,80.7,1.5
7079,2018,13700,1,10800,1,145,74.3,1.5
7073,2014,5995,1,66138,1,0,76.4,1.5
7585,2019,18750,0,2500,1,145,37.2,2.0
7585,2018,19950,2,1188,0,145,31.0,1.5
7073,2018,11950,1,9000,0,150,65.7,1.0
7079,2017,19980,1,12720,1,145,67.3,2.0
7073,2016,7980,1,42572,0,0,65.7,1.0
7073,2019,16980,1,4003,0,145,60.1,1.0
7585,2018,15980,1,16773,1,145,64.2,1.5
7079,2019,20980,1,6999,0,145,49.6,1.0
7073,2017,8980,1,29674,0,0,65.7,1.0
7079,2019,17000,1,1500,0,145,60.1,1.0
7073,2014,6000,1,39138,0,30,54.3,1.2
7079,2018,18000,1,3581,0,140,60.1,1.0
7079,2017,10500,1,34800,0,145,60.1,1.0
7073,2017,10000,1,38500,0,0,65.7,1.0
6967,2016,9250,1,14100,0,125,53.3,1.0
7079,2015,9298,1,18489,0,20,60.1,1.0
7073,2017,9989,1,13998,0,0,65.7,1.0
7073,2013,6579,1,20851,0,0,65.7,1.0
7073,2013,6998,1,52431,0,0,65.7,1.0
7073,2018,12995,1,26145,0,145,62.8,1.0
7073,2014,8800,1,22950,0,145,47.9,1.6
7079,2015,8400,1,42706,0,20,60.1,1.0
7585,2016,12290,1,63815,1,145,54.3,2.0
7079,2017,9500,1,40096,1,0,74.3,1.5
7079,2014,7990,2,19227,0,160,44.1,1.6
7079,2016,9400,1,37300,0,20,60.1,1.0
6967,2017,11500,2,11016,0,160,44.8,1.5
6967,2017,10700,1,23700,0,145,52.3,1.0
7073,2018,11900,1,12600,1,150,88.3,1.5
7073,2017,9700,1,8500,0,145,65.7,1.0
7585,2019,23000,2,8000,1,145,38.7,2.0
7585,2015,12480,2,39326,1,145,52.3,2.0
7073,2015,9480,1,37177,1,0,78.5,1.5
6967,2017,10000,1,24500,0,150,53.3,1.0
6967,2017,9600,1,39400,0,145,52.3,1.0
7073,2017,10200,1,9900,0,145,65.7,1.0
7079,2016,10700,1,30600,0,20,60.1,1.0
7073,2016,8000,1,32200,0,0,65.7,1.0
7073,2016,8800,1,35000,0,0,65.7,1.0
7079,2018,17400,1,19000,0,145,41.5,2.0
7585,2016,15000,1,34248,1,145,54.3,2.0
6967,2017,9490,1,41954,1,145,64.2,1.5
7073,2015,7490,1,49121,0,0,65.7,1.0
7079,2019,16495,1,7745,0,150,60.1,1.0
7585,2014,10490,1,51356,1,145,53.3,2.0
7079,2016,11490,1,33812,0,125,51.4,1.5
7073,2018,13990,1,11151,0,145,55.4,1.0
7079,2018,18990,1,12131,1,145,67.3,2.0
7585,2015,11990,1,29551,1,125,60.1,2.0
7073,2016,9790,1,35047,1,0,78.5,1.5
6967,2016,9990,1,14398,0,125,53.3,1.0
7073,2015,8790,1,25665,0,0,65.7,1.0
7073,2015,7490,1,42204,0,0,65.7,1.0
7079,2017,11290,1,29787,1,0,74.3,1.5
7073,2015,8491,1,7410,0,0,65.7,1.0
6967,2017,9345,1,31468,0,125,53.3,1.0
7585,2017,12170,1,27646,1,30,64.2,1.5
7585,2017,12597,1,30574,1,145,54.3,2.0
7079,2016,10991,1,25152,1,0,74.3,1.5
6967,2014,7256,1,50666,0,125,53.3,1.0
7073,2015,7830,1,37109,0,0,65.7,1.0
7585,2019,18795,2,12564,0,145,31.0,1.5
7585,2019,16383,1,14639,0,150,34.4,1.5
6967,2017,8849,1,19799,0,150,44.8,1.5
7073,2018,10234,1,34486,0,150,65.7,1.0
7073,2018,9544,1,31611,0,150,65.7,1.0
7585,2019,17817,1,13987,0,150,39.2,1.5
7073,2015,6634,1,45859,0,0,65.7,1.0
7585,2019,18093,1,13012,0,150,39.2,1.5
7073,2018,8429,1,29854,0,150,64.2,1.1
7073,2018,9461,1,26016,0,150,64.2,1.1
7073,2019,17990,2,7295,0,145,48.7,1.0
7073,2017,9595,1,19368,0,145,65.7,1.0
7585,2019,20990,1,5812,1,145,54.3,1.5
7079,2016,14990,1,40900,0,200,41.5,2.0
7073,2018,11990,1,16073,0,145,65.7,1.0
7073,2017,9490,1,30200,0,0,65.7,1.0
7079,2014,7495,1,28100,0,30,56.5,1.0
7585,2019,22995,2,5286,1,145,38.7,2.0
7073,2017,9495,1,18000,0,125,54.3,1.2
6967,2017,10495,1,24500,0,150,53.3,1.0
7073,2018,12490,1,13131,0,145,62.8,1.0
7079,2019,18495,1,6500,1,150,80.7,1.5
7073,2018,11968,1,20288,0,145,65.7,1.0
7079,2018,19315,1,16410,0,145,41.5,2.0
7073,2017,7429,1,19816,0,125,54.3,1.2
7073,2017,9193,1,23881,0,0,65.7,1.0
7585,2019,21997,1,19,0,145,35.3,1.5
7073,2016,7851,1,24437,0,125,54.3,1.2
7073,2014,6289,1,40480,0,30,54.3,1.2
7073,2019,12096,1,16420,0,145,60.1,1.0
7079,2015,10261,1,21687,1,0,74.3,1.5
7585,2016,12276,1,34730,1,125,60.1,2.0
7073,2019,8856,1,4475,0,145,64.2,1.1
7073,2018,9758,1,27614,0,145,65.7,1.0
7585,2015,14171,1,20760,1,145,54.3,2.0
7073,2018,10995,1,10198,0,150,65.7,1.0
7585,2016,14995,1,24000,1,125,60.1,2.0
7079,2017,11295,1,43500,1,150,74.3,1.5
7073,2017,9695,1,23000,0,150,65.7,1.0
6967,2017,10995,1,21960,0,150,53.3,1.0
7585,2017,15295,1,23000,1,150,54.3,2.0
7073,2017,9995,1,37500,0,0,65.7,1.0
7079,2018,18990,1,14155,0,145,41.5,2.0
7079,2015,10490,1,10974,0,20,61.4,1.0
7073,2018,10297,1,33003,0,150,65.7,1.0
7073,2017,9000,1,42876,0,145,65.7,1.0
7079,2017,10750,1,14100,0,145,60.1,1.0
7079,2015,8490,1,30345,1,20,67.3,1.6
7073,2015,5495,1,55085,0,30,54.3,1.2
7073,2013,5245,1,54000,1,0,76.4,1.5
7073,2016,5400,1,56675,0,125,54.3,1.2
7079,2015,7295,1,58291,1,20,67.3,1.6
7073,2016,8999,1,27000,0,20,62.8,1.0
7585,2016,15295,1,42934,1,125,60.1,2.0
6967,2018,12995,1,13601,1,145,68.9,1.5
7073,2019,13995,1,8299,0,145,58.9,1.0
7073,2018,11995,1,13672,0,145,65.7,1.0
7079,2017,18995,1,14554,1,145,67.3,2.0
7073,2018,10995,1,6890,0,145,65.7,1.0
7079,2019,15995,1,8333,0,145,58.9,1.0
7073,2017,10495,1,39998,0,0,65.7,1.0
7585,2013,9495,1,41126,0,200,42.8,1.6
7585,2019,21995,1,7777,1,145,37.7,2.0
7073,2019,15995,1,1667,0,145,58.9,1.0
7079,2017,12495,1,30130,0,145,50.4,1.5
7073,2019,11495,1,9284,0,150,55.4,1.1
7585,2018,16995,1,7060,1,145,64.2,1.5
7073,2015,6999,1,25000,0,0,65.7,1.0
7079,2013,6199,1,36000,0,20,58.9,1.0
7079,2016,9999,1,18000,1,0,74.3,1.5
7079,2016,9999,1,16000,0,20,60.1,1.0
7073,2014,5699,1,25000,0,30,54.3,1.2
6967,2015,7699,1,39000,1,30,61.4,1.5
7073,2013,6999,0,31000,0,145,47.9,1.6
7585,2019,17990,1,11658,0,145,35.3,1.5
7073,2018,8980,1,11620,0,145,64.2,1.1
7079,2017,15940,1,29984,1,145,67.3,2.0
6967,2017,9690,1,29182,1,145,64.2,1.5
7079,2016,9990,1,14776,0,20,61.4,1.0
7073,2019,11800,1,16334,0,145,60.1,1.0
7585,2016,11290,1,36088,0,160,45.6,1.5
7079,2013,4975,2,76000,0,160,44.8,1.6
7585,2017,14999,1,24000,1,145,54.3,1.5
7079,2013,6450,1,50475,1,20,67.3,1.6
6967,2017,8995,1,29338,0,125,53.3,1.0
7073,2014,10000,1,25891,0,150,47.9,1.6
7585,2018,14500,1,34393,1,150,64.2,1.5
6967,2017,9750,1,21500,0,150,53.3,1.0
7073,2019,10730,1,6427,0,150,55.4,1.1
7079,2014,8000,1,20730,0,30,56.5,1.0
7585,2019,17580,1,16081,0,145,35.3,1.5
7585,2019,18200,1,12111,0,145,35.3,1.5
7073,2017,8790,1,19047,0,0,65.7,1.0
7073,2019,16790,1,8950,0,145,40.3,1.5
6967,2014,7500,1,34067,0,125,53.3,1.0
7079,2019,17780,1,10944,1,145,62.8,1.5
7079,2017,9990,1,42500,1,150,74.3,1.5
7073,2017,7390,1,28500,0,150,54.3,1.3
7585,2019,18990,1,8389,0,150,35.3,0.0
7073,2018,9690,1,36338,0,145,65.7,1.0
7079,2017,11290,1,37820,1,145,74.3,1.5
7073,2016,8790,1,60112,0,145,47.9,1.6
7585,2014,9977,1,53000,1,200,47.9,2.0
7079,2015,6977,1,68000,1,20,67.3,1.6
7073,2017,8977,1,21000,0,125,54.3,1.2
7073,2014,5995,1,64000,0,30,54.3,1.2
7079,2016,8977,1,69000,1,0,74.3,1.5
7073,2015,5995,1,78000,0,125,54.3,1.2
7079,2017,10690,1,37351,1,0,74.3,1.5
7073,2016,8990,1,12884,0,125,54.3,1.2
7585,2017,13490,1,28808,1,145,60.1,2.0
7079,2017,15997,1,15164,0,200,41.5,2.0
7073,2018,9590,1,11539,0,145,60.1,1.0
7079,2015,7990,1,42000,1,0,74.3,1.5
7079,2016,10690,2,8000,0,125,51.4,1.0
6967,2015,7652,1,32328,0,125,53.3,1.0
7585,2017,15500,1,18400,1,150,54.3,2.0
7073,2013,7000,1,48962,0,0,65.7,1.0
7073,2016,10000,1,28251,0,0,65.7,1.0
7073,2015,7700,1,34530,0,0,65.7,1.0
7079,2015,9700,1,42741,1,0,74.3,1.5
7073,2017,8400,1,15637,0,145,54.3,1.2
7079,2013,6800,1,42817,1,20,67.3,1.6
7079,2018,13000,1,18332,0,150,57.7,1.0
7585,2014,9245,1,78800,1,200,47.9,2.0
7079,2017,12895,1,13000,0,150,60.1,1.0
7079,2016,10995,2,14127,0,125,51.4,1.0
7585,2019,17995,1,7000,0,145,39.2,1.5
6967,2016,9695,1,10218,1,30,64.2,1.5
7073,2016,7495,1,19657,0,125,54.3,1.2
7585,2015,13675,1,39136,1,145,54.3,2.0
7585,2019,16600,1,145,0,145,40.4,1.5
7073,2018,8700,1,29215,0,145,64.2,1.1
7079,2016,11500,1,37446,1,0,74.3,1.5
7585,2015,14000,1,37484,1,125,60.1,2.0
7079,2019,18800,2,17476,1,150,64.2,2.0
7585,2019,18200,1,7877,1,145,38.2,2.0
7585,2019,17700,1,5519,1,145,45.6,1.5
7585,2017,12775,1,25913,1,30,64.2,1.5
7079,2015,9175,2,17180,0,160,44.8,1.6
7079,2014,6995,1,32887,0,150,47.9,1.6
7073,2017,10000,1,22515,0,150,65.7,1.0
7073,2018,12300,1,7887,0,150,65.7,1.0
7073,2015,7800,1,28065,0,0,65.7,1.0
7073,2018,11000,1,15055,0,145,65.7,1.0
7073,2017,9400,1,9288,0,125,54.3,1.2
7073,2016,8300,1,30552,0,125,54.3,1.2
7079,2017,12000,1,31727,1,0,74.3,1.5
7073,2015,7300,1,34972,0,0,65.7,1.0
7073,2017,8300,1,18542,0,125,54.3,1.2
7073,2016,9500,1,40094,0,20,62.8,1.0
7073,2019,12000,1,14063,0,145,60.1,1.0
7073,2019,12600,1,13767,0,145,60.1,1.0
7079,2017,12000,1,31249,1,0,74.3,1.5
7079,2015,8500,1,46342,1,0,74.3,1.5
7073,2018,10500,1,23439,0,145,65.7,1.0
7073,2018,9500,1,28521,0,145,64.2,1.1
7585,2019,19800,1,8638,1,145,36.7,2.0
7079,2017,10700,1,31386,0,150,60.1,1.0
7073,2015,7700,1,45604,0,0,65.7,1.0
7073,2017,10000,2,25426,0,150,57.7,1.0
6967,2017,10000,1,39813,0,125,52.3,1.0
7079,2017,10495,1,13000,0,20,61.4,1.0
6967,2017,9795,1,18000,0,125,52.3,1.0
7585,2017,12395,1,19000,0,165,45.6,1.5
7073,2017,10000,1,15217,0,0,65.7,1.0
6967,2018,15000,1,16299,0,145,54.3,1.0
7079,2015,10500,1,52571,1,20,70.6,2.0
6967,2015,9000,1,11696,1,30,61.4,1.5
7073,2016,8800,1,38392,0,0,65.7,1.0
7079,2017,13500,1,12890,0,125,51.4,1.5
7073,2019,13700,1,12411,0,145,55.4,1.0
7073,2018,9700,1,23129,0,145,64.2,1.1
7585,2018,17600,1,7602,1,145,64.2,1.5
7585,2018,18700,1,3255,0,145,39.2,1.5
7585,2017,16500,1,27429,1,145,60.1,2.0
7073,2017,10000,1,10832,0,0,65.7,1.0
7073,2016,9100,1,20540,0,0,65.7,1.0
7073,2017,8100,1,19493,0,125,54.3,1.2
7073,2016,9000,1,33206,0,0,65.7,1.0
7073,2017,9000,1,20682,0,145,64.2,1.1
7073,2016,10100,1,12477,0,0,65.7,1.0
7585,2016,15500,2,18339,0,235,38.2,1.5
7073,2016,10300,1,25997,0,0,65.7,1.0
7073,2017,8300,1,23060,0,0,65.7,1.0
7073,2018,13300,1,19941,0,145,65.7,1.0
7073,2017,10300,1,23076,0,20,62.8,1.0
7073,2014,6800,1,30039,0,30,54.3,1.2
7073,2016,9100,1,17598,0,125,54.3,1.2
7073,2016,9900,1,25028,0,20,62.8,1.0
7073,2017,8900,1,17342,0,125,54.3,1.2
7073,2016,7200,1,39345,0,125,54.3,1.2
7585,2019,18600,1,6741,1,145,47.9,2.0
7079,2015,8500,1,40000,1,20,67.3,1.6
7079,2015,6250,1,111000,1,0,74.3,1.5
7079,2016,9400,1,43000,1,0,74.3,1.5
7585,2016,11900,1,45000,1,125,60.1,2.0
7073,2015,7990,1,26000,0,0,65.7,1.0
7073,2018,8500,1,60000,1,150,85.6,1.5
7073,2017,9990,1,24000,0,145,65.7,1.0
7073,2016,9990,2,27000,0,0,57.7,1.0
7079,2017,11990,1,25000,1,145,74.3,1.5
7073,2013,6850,1,44000,0,30,54.3,1.2
7073,2013,6500,1,34619,0,30,54.3,1.2
7585,2019,17999,1,2576,0,145,34.4,1.5
7073,2017,10250,2,39000,0,0,57.7,1.0
7073,2013,8999,2,11000,0,145,47.9,1.6
7073,2016,7550,1,46000,1,0,78.5,1.5
7073,2016,10990,1,31000,0,145,47.9,1.6
7073,2017,7650,1,44000,1,0,78.5,1.5
7073,2016,10400,1,20000,0,20,62.8,1.0
7585,2017,11490,1,26000,1,145,64.2,1.5
7079,2017,24990,1,18000,0,145,36.7,2.3
7585,2015,8990,1,50000,1,125,60.1,2.0
7585,2018,15500,1,24000,1,145,64.2,1.5
7073,2013,5900,1,66000,1,0,85.6,1.6
7079,2016,11990,1,45000,0,200,41.5,2.0
7079,2016,7990,1,57000,1,0,74.3,1.5
7073,2015,6990,1,28000,1,0,88.3,1.5
7079,2017,10990,1,22000,0,145,60.1,1.0
7585,2017,10990,1,41000,1,145,64.2,1.5
7073,2015,7490,1,69000,0,145,47.9,1.6
7079,2016,6490,1,90000,1,0,74.3,1.5
7073,2016,5990,1,40000,0,125,54.3,1.2
7073,2016,6990,1,50000,0,0,65.7,1.0
7079,2016,8490,1,35000,1,0,74.3,1.5
7079,2016,7990,1,52000,1,0,74.3,1.5
7079,2017,8990,1,40000,0,145,60.1,1.0
7585,2016,12490,1,37000,1,145,54.3,2.0
7079,2014,5990,1,58000,1,20,67.3,1.6
7585,2016,12490,1,32000,0,160,45.6,1.5
7079,2015,6490,1,62000,1,0,74.3,1.5
7079,2016,6990,1,45000,0,20,61.4,1.0
7079,2016,7990,1,28000,1,0,74.3,1.5
7079,2016,9500,1,46000,1,0,74.3,1.5
7073,2018,10490,1,15000,0,145,62.8,1.0
7079,2014,8990,1,76000,0,235,39.2,2.0
7073,2014,7990,1,37000,0,145,47.9,1.6
7073,2013,5990,1,91000,0,145,47.9,1.6
7079,2016,7990,1,32000,1,0,74.3,1.5
7585,2016,11490,1,39000,0,160,45.6,1.5
7585,2017,9990,1,49000,1,30,64.2,1.5
7073,2016,8490,1,25000,0,20,62.8,1.0
7073,2014,4490,1,51000,0,30,54.3,1.2
7073,2017,10990,1,23000,0,145,47.9,1.6
7073,2015,5490,1,34000,0,125,54.3,1.2
7585,2015,8990,1,57000,1,125,60.1,2.0
7079,2013,9490,1,67000,0,235,39.2,2.0
7073,2017,12400,1,24429,0,145,47.9,1.6
7073,2016,9600,1,24257,0,0,65.7,1.0
7073,2016,9300,2,27593,0,0,57.7,1.0
7073,2018,10800,1,33264,0,145,65.7,1.0
7073,2016,9500,1,49250,0,0,65.7,1.0
7079,2016,15500,1,28344,1,20,67.3,0.0
7073,2017,11500,1,25787,0,145,47.9,1.6
7073,2014,9000,1,26460,0,0,65.7,1.0
7585,2013,7990,2,91000,1,200,45.6,2.0
7073,2016,5490,1,65000,1,0,78.5,1.5
7079,2015,6990,1,48000,1,0,74.3,1.5
7079,2017,10490,1,34000,1,20,70.6,2.0
7073,2018,11900,2,15074,0,145,48.7,1.0
7079,2013,7300,1,48881,1,20,67.3,1.6
7079,2019,14300,1,1625,0,145,58.9,1.0
7073,2018,12990,1,11000,1,145,58.9,1.5
7073,2014,6990,1,66000,0,145,47.9,1.6
7073,2016,5990,1,30000,0,125,54.3,1.2
7079,2015,6490,1,69000,1,0,74.3,1.5
7585,2015,12490,2,29000,1,145,52.3,2.0
7073,2016,9490,1,26000,0,145,47.9,1.6
7079,2015,14300,1,40457,1,20,67.3,0.0
7073,2019,12300,1,16327,0,145,60.1,1.0
7585,2019,18800,1,8579,0,145,39.2,1.5
7073,2014,6000,1,62403,0,30,54.3,1.2
7585,2019,17700,1,4899,1,145,45.6,1.5
7073,2018,10700,1,16373,0,145,65.7,1.0
7079,2017,17000,1,31357,0,200,41.5,2.0
7073,2015,4990,1,32000,0,125,54.3,1.2
7073,2015,9490,1,18000,0,145,47.9,1.6
7073,2016,6990,1,32000,0,0,65.7,1.0
7073,2016,7990,2,35000,0,0,57.7,1.0
7073,2016,6490,1,44000,0,0,65.7,1.0
7079,2015,10490,1,50000,1,20,67.3,2.0
7073,2016,6490,1,27000,0,125,54.3,1.2
7079,2017,10490,1,29000,1,145,74.3,1.5
7079,2016,6990,1,56000,1,0,74.3,1.5
7073,2017,5990,1,73000,1,145,78.5,1.5
7079,2016,7490,1,58000,1,0,74.3,1.5
7079,2015,6490,1,69000,1,0,74.3,1.5
7079,2015,10990,1,47000,0,200,41.5,2.0
7073,2017,7990,1,19000,0,0,65.7,1.0
7073,2013,8795,1,48258,0,145,47.9,1.6
6967,2014,7747,1,29982,0,160,44.8,1.5
7079,2015,9657,2,9281,0,160,44.8,1.6
7585,2016,11999,1,28731,1,125,60.1,2.0
7073,2018,8490,1,17000,0,145,65.7,1.0
7079,2017,15490,1,23000,1,145,67.3,2.0
7585,2017,12227,1,51904,1,30,64.2,1.5
7079,2014,7999,1,45918,1,20,67.3,1.6
7079,2015,11490,1,45000,1,20,67.3,2.0
7585,2014,8990,1,50000,1,145,53.3,2.0
7073,2018,8490,1,12000,0,145,64.2,1.1
7073,2017,6990,1,15000,0,145,54.3,1.2
7073,2016,5490,1,68000,1,0,88.3,1.5
7073,2014,7672,1,29959,0,0,65.7,1.0
7079,2018,19999,1,7918,0,145,41.5,2.0
7073,2014,8449,1,58671,0,145,47.9,1.6
7073,2017,9999,1,32000,1,0,78.5,1.5
7073,2014,5750,1,73000,0,30,54.3,1.2
7073,2015,4990,1,45000,0,125,54.3,1.2
7585,2016,11499,1,38693,1,125,60.1,2.0
